id,label,methodCallWithNullGuard,faultyClassExceptionType,methodCallWithTryCatch,typeOfFaultyStmtAfter1,typeOfFaultyStmtAfter2,typeOfFaultyStmtAfter3,typeOfFaultyStmtBefore1,typeOfFaultyStmtBefore2,typeOfFaultyStmtBefore3,typeOfFaultyStmtParent,hasObjectiveMethodCall,hasInvocationsProneException,inSynchronizedMethod,localVarNotAssigned,localVarNotUsed,similarObjectTypeWithNormalGuard,similarObjectTypeWithNullGuard,typeOfFaultyStmt,fieldNotAssigned,fieldNotUsed,similarPrimitiveTypeWithNormalGuard,similarPrimitiveTypeWithNullGuard,methodThrowsException,objectUsedInAssignment,primitiveUsedInAssignment,methodCallWithNormalGuard
GenProg_patch_Defects4J_Math_50_0_166,1, 0, 0, 0, LocalVariable, Assignment, , , , , If, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_27,1, 0, 0, 0, If, LocalVariable, Return, Assignment, Assignment, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_111,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_58_0_24,1, 0, 0, 0, If, For, Return, LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_102,1, 0, 0, 0, Return, , , LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_576,1, 0, 0, 0, If, , , LocalVariable, If, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_146,1, 0, 0, 0, Assignment, Assignment, , , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_138,1, 0, 0, 0, If, Return, , If, If, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_440,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_126,1, 0, 0, 0, Assignment, If, Assignment, , , , For, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_477,1, 0, 0, 0, , , , Assignment, Assignment, Assignment, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_2_0_20,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_59_0_38,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_359,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_109,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_61,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_84,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_71_0_16,1, 0, 0, 0, , , , LocalVariable, Invocation, OperatorAssignment, For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_46,1, 0, 0, 0, , , , LocalVariable, , , Try, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_219,1, 0, 0, 0, Return, , , LocalVariable, If, , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_20_0_4,1, 0, 0, 0, LocalVariable, If, LocalVariable, , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_381,1, 0, 0, 0, Assignment, Assignment, Assignment, , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_110,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Kali_patch_Defects4J_Chart_15_0_1,1, 0, 0, 0, LocalVariable, LocalVariable, Invocation, If, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_127,1, 0, 0, 0, LocalVariable, LocalVariable, If, LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_280,1, 0, 0, 0, If, Assignment, Assignment, Assignment, , , If, 1, 1, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_293,1, 0, 0, 0, Return, , , LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_43_0_77,1, 0, 0, 0, If, LocalVariable, LocalVariable, , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_89,1, 0, 0, 0, If, Return, , If, If, LocalVariable, Method, 1, 0, 1, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_365,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_130,1, 0, 0, 0, For, Return, , If, For, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_453,1, 0, 0, 0, , , , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_180,1, 0, 0, 0, If, If, Return, If, If, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_80_0_11,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_565,1, 0, 0, 0, Assignment, , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_102,1, 0, 0, 0, , , , Assignment, Assignment, Assignment, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_49_0_11,1, 0, 0, 0, Invocation, If, , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_464,1, 0, 0, 0, If, Assignment, Assignment, Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_51_0_154,1, 0, 0, 0, If, Switch, Return, , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_552,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_135,1, 0, 0, 0, Assignment, , , Assignment, Assignment, , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_44,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_110,1, 0, 0, 0, If, Return, , If, If, LocalVariable, Method, 1, 0, 1, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_420,1, 0, 0, 0, Assignment, LocalVariable, LocalVariable, , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_516,1, 0, 0, 0, Assignment, , , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, OperatorAssignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_417,1, 0, 0, 0, Assignment, , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_146,1, 0, 0, 0, Break, , , , , , Case, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_155,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_521,1, 0, 0, 0, LocalVariable, If, , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_111,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_70,1, 0, 0, 0, If, LocalVariable, Return, Assignment, Assignment, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_16_0_55,1, 0, 0, 0, If, , , LocalVariable, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_66,1, 0, 0, 0, , , , , , , Method, 1, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_43_0_98,1, 0, 0, 0, LocalVariable, LocalVariable, For, LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_131,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Switch, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Chart_25_0_29,1, 0, 0, 0, Assignment, Return, , LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_8_0_10,1, 0, 0, 0, Return, , , LocalVariable, If, , Method, 0, 0, 0, 0, 0, 0, 0, For, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_378,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_279,1, 0, 0, 0, Assignment, , , Assignment, For, Assignment, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_285,1, 0, 0, 0, LocalVariable, LocalVariable, , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_131,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_296,1, 0, 0, 0, Assignment, If, Assignment, Assignment, If, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, For, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_106,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_82_0_28,1, 0, 0, 0, LocalVariable, For, Return, LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_98,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_50,1, 0, 0, 0, , , , If, , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_123,1, 0, 0, 0, Assignment, Assignment, Assignment, Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_52,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_188,1, 0, 0, 0, Assignment, LocalVariable, For, LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_544,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_51_0_142,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_472,1, 0, 0, 0, For, Assignment, If, If, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_114,1, 0, 0, 0, For, Return, , , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_58_0_6,1, 0, 0, 0, If, If, If, If, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_196,1, 0, 0, 0, LocalVariable, Invocation, LocalVariable, LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_445,1, 0, 0, 0, If, Assignment, , Assignment, For, Assignment, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_89,1, 0, 0, 0, If, LocalVariable, If, If, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_2_0_160,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_43_0_61,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_127,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_236,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_16_0_43,1, 0, 0, 0, If, , , , , , Try, 1, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_66,1, 0, 0, 0, Assignment, If, Assignment, If, Assignment, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_107,1, 0, 0, 0, LocalVariable, If, If, If, If, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_143,1, 0, 0, 0, Return, , , LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_537,1, 0, 0, 0, Assignment, Assignment, LocalVariable, LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_150,1, 0, 0, 0, Break, , , , , , Case, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_401,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_179,1, 0, 0, 0, While, OperatorAssignment, OperatorAssignment, While, , , Method, 0, 0, 0, 0, 0, 0, 0, While, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_500,1, 0, 0, 0, , , , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_167,1, 0, 0, 0, , , , Assignment, LocalVariable, If, For, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_61_0_18,1, 0, 0, 0, Return, , , LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_106,1, 0, 0, 0, , , , , , , Method, 1, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_207,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 0, 0, 0, 0
